Loc,LocName,LocStAbbrev,LocCnty,LocZone,DirFlo,LocTypeInd,Total_Design_Capacity,08/01/20,08/02/20,08/03/20,08/04/20,08/05/20,08/06/20,08/07/20,08/08/20,08/09/20,08/10/20,08/11/20,08/12/20,08/13/20,08/14/20,08/15/20,08/16/20,08/17/20,08/18/20,08/19/20,08/20/20,08/21/20,08/22/20,08/23/20,08/24/20,08/25/20,08/26/20,08/27/20,08/28/20,08/29/20,08/30/20,08/31/20
"	70123","MISS RIVER FUEL TRANSMISSION - BALD KNOB, AR (REC)",AR,WHITE,1,R,INT,"16,031", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70128","PUBLIC SERVICE - LINDEN, NJ",NJ,UNION,3,D,LDC,"20,600","111,313",113573,120254,104499,86115,79468,66494,66649,83651,123794,142250,165687,136477,131334,117699,115490,120712,121659,116932,132354,126149,121160,129562,156774,157498,129089,136241,126080,69351,63555,67796
"	70129",LOUIS DREYFUS,TX,HARRIS,STX,D,END,"114,659",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70149","TE SEYMOUR DEL. - SEYMOUR, IN - CMM",IN,JACKSON,2,D,END,"820,979",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70190","NEWMAN CORP. - HARRISON CO., TX (RECEIPT)",TX,HARRISON,ETX,R,WHD,"9,359", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70191","CENTERPOINT ENERGY FIELD SERVICES - WASKOM, TX (RECEIPT)",TX,HARRISON,ETX,R,PLT,"66,657",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70192","SMITH (HARVEY BROYLE)#2 MURPHY-BRYCELAND, BIENVILLE PSH., L",LA,BIENVILLE,ETX,R,WHD,"328,000",100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"	70215","TEXAS GAS TRANSMISSION LLC - LEBANON, OH",OH,WARREN,2,R,INT,"559,739", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70217","GULF SOUTH PIPELINE COMPANY- KOSCIUSKO,  MS",MS,ATTALA,1,R,INT,"10,090","21,755",21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755,21755
"	70238","HUGHES EASTERN - CHICKASAW, MS",MS,CHICKASAW,1,R,WHD,"365,801",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
"	70244","TRANSCO - LINDEN, NJ - DEL",NJ,UNION,3,D,INT,"199,035", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70249","TRANSCO - SKIPPACK, PA - REC",PA,MONTGOMERY,3,R,INT,"5,962","1,000",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"	70266","UGI CENTRAL - HUNTINGDON GAS - HUNTINGDON, PA",PA,HUNTINGDON,3,D,LDC,"149,319", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70275","ELIZABETHTOWN GAS COMPANY - ELIZABETH, NJ",NJ,MIDDLESEX,3,D,LDC,"157,425","16,223",16049,16029,16014,16286,16207,16623,17275,16475,16198,15787,15998,16896,15658,17150,15915,15715,16281,16635,17737,17545,17967,16584,16497,17011,16364,16346,13481,17164,16391,16253
"	70283","TGC LICK CREEK - WILLIAMSON CO., IL (TO TE)",IL,WILLIAMSON,1,R,INT,"8,624", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70295","ANNA, IL",IL,UNION,1,D,LDC,"1,244",125,125,125,250,560,300,400,400,400,350,295,400,100,400,400,115,200,400,325,325,400,235,235,235,235,355,355,355,245,355,355
"	70297",ATMOS ENERGY - ETHEL - ATTALA CO. MS,MS,ATTALA,1,D,LDC,286, -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70298","MISSISSIPPI VALLEY - MCCOOL, MS",MS,ATTALA,1,D,LDC,"18,044", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70299","FLORENCE, AL",AL,LAUDERDALE,1,D,LDC,"15,693", -   ,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,500,500,500,500,0,0,500,495,500
"	70308","UGI CENTRAL - LEWISTOWN - JUNIATA CO., PA",PA,JUNIATA,3,D,LDC,"34,732","4,725",4725,4725,4725,4725,4725,4725,4725,4725,4725,4725,4175,4425,4725,4875,4875,4875,4325,4325,4725,4725,4925,4925,4925,5225,4825,5025,4925,5275,5275,5275
"	70309","UGI CENTRAL - POTTSVILLE GAS - BERKS CO., PA",PA,BERKS,3,D,LDC,"3,850","-2,658",-2658,-2658,-2658,-1509,-2658,-2758,-2758,-2758,-2758,-2658,-2658,-1496,-2643,-2643,-2643,-2643,-2643,-2643,2023,-2643,-2643,-2643,-2643,2023,2023,2023,2123,-2643,-2643,-2610
"	70313","COLUMBIA, KY",KY,ADAIR,2,D,LDC,"217,499",12,12,12,12,12,12,12,42,42,42,42,72,72,72,82,82,82,82,92,92,92,92,92,92,92,92,92,112,112,112,104
"	70315","SMYRNA, TN",TN,RUTHERFORD,1,D,LDC,"3,484","1,697",3600,4100,4000,4050,4000,4200,1800,3450,4200,2700,4100,3900,4100,1800,2450,1500,2130,2100,1975,1900,698,1700,2000,2020,2125,834,531,2200,3500,2300
"	70316","HARTSVILLE GAS - TROUSDALE, TN",TN,TROUSDALE,1,D,LDC,"37,055",98,98,98,98,0,0,98,98,98,98,0,0,0,98,98,98,98,98,98,98,98,98,98,98,0,0,0,0,98,98,98
"	70321","UGI UTILITIES, INC. (COLUMBIA GAS) - LEBANON, PA",PA,LEBANON,3,D,LDC,"140,745","2,527",2527,2527,1165,1193,2556,2557,1195,2469,1219,2555,2555,1193,1193,2555,2555,2555,1206,1264,2568,2582,1220,1220,1220,2610,2610,5310,5082,3720,5082,5082
"	70322","UGI UTIL (COLUMBIA GAS) - READING, PA",PA,BERKS,3,D,LDC,"18,567","13,767",1109,-3010,16331,9074,4634,17004,12496,5069,15636,28307,21774,14079,11960,-3534,9734,3647,2837,11172,28112,28237,7923,11185,5560,14011,24351,28607,14475,-1643,6845,-2688
"	70323","PEOPLES NAT - CLAYSBURG, PA",PA,BLAIR,3,D,LDC,"10,759",110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
"	70336","UNION ELEC. - BLOOMFIELD, MO",MO,STODDARD,1,D,LDC,"17,357", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70355","EQUITABLE GAS CO. - DELMONT, PA",PA,WESTMORELAND,2,D,INT,"152,641",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70364","MAGNUM PRODUCING, LP - MAY, TX",TX,KLEBERG,STX,R,WHD,"11,976",100,100,100,100,100,95,95,95,95,95,95,79,90,90,90,90,90,84,84,84,84,40,40,40,0,77,25,68,68,68,68
"	70396","UNITED CITIES - FRANKLIN, TN",TN,WILLIAMSON,1,D,LDC,"10,242", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70397","SMYRNA, TN",TN,RUTHERFORD,1,D,LDC,"2,240", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70398","BERNIE, MO",MO,STODDARD,1,D,LDC,"1,743",85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,240,100,85
"	70418","GLOSTER, MS",MS,AMITE,ELA,D,LDC,"1,431",297,305,268,320,265,310,300,305,305,305,305,305,305,305,305,305,305,305,330,325,335,36,275,325,325,325,121,38,375,370,325
"	70419","MEADVILLE, MS",MS,FRANKLIN,ELA,D,LDC,"1,431", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70420","BUDE, MS",MS,FRANKLIN,ELA,D,LDC,"4,993", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70421","FLORA, MS",MS,HINDS,ELA,D,LDC,"3,378", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70428","EDMONTON, KY",KY,METCALFE,2,D,LDC,"6,276",60,125,60,30,375,100,100,20,5,20,50,60,285,60,60,60,100,60,150,25,100,100,100,40,380,55,200,55,25,5,55
"	70429","TOMPKINSVILLE, KY",KY,MONROE,2,D,LDC,"19,487",10,10,10,310,360,260,35,35,35,35,10,181,181,181,83,83,83,83,310,360,260,35,35,35,10,10,10,10,203,205,195
"	70430","PULASKI, TN",TN,LAWRENCE,1,D,LDC,"23,595", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70441","GRAYVILLE, IL",IL,WHITE,1,D,LDC,"1,617",330,330,330,330,530,530,530,530,530,530,530,530,530,523,530,530,530,530,530,526,522,525,525,525,525,523,524,525,525,525,525
"	70442","CROSSVILLE, IL",IL,WHITE,1,D,LDC,"291,146",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,9,10,10,10,11,10,10,10,10,10,10
"	70449","PUBLIC SERVICE - CENTRAL WORKS, NJ",NJ,MIDDLESEX,3,D,LDC,"3,684","3,456",3456,3456,0,0,0,0,4940,13475,11243,16780,12688,14846,7059,8299,8209,7941,5291,1824,2007,2562,3969,5356,5451,3613,9820,11265,7972,1298,0,0
"	70457","LAWRENCEBURG, TN",TN,LAWRENCE,1,D,LDC,"82,744", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70458","PEOPLES NAT - EBENSBURG, PA",PA,CAMBRIA,3,D,LDC,645, -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70463","UGI CENTRAL - COUNTIES GAS CO. - MIFFLIN CO., PA",PA,MIFFLIN,3,D,LDC,"3,584", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0
"	70468","COLUMBIA GAS - CORWIN, OH",OH,WARREN,2,D,INT,"8,957",40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
"	70471","DOMINION TRANSMISSION INC - WOODSFIELD, OH",OH,MONROE,2,D,INT,"7,104",113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
"	70473",TEXANA MIDSTREAM COMPANY LP,TX,COLORADO,STX,D,LDC,"17,244",500,500,500,500,500,500,500,500,500,500,500,500,500,500,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
"	70474","ETC TEXAS PIPELINE, LTD-SEALY, TX- DEL (B/D 73311)",TX,AUSTIN,STX,D,INT,"2,388", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70478","NEW HARMONY, IL",IL,WHITE,1,D,LDC,"5,878",15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,15
"	70480","HORTON HIGHWAY - TRIUNE, TN",TN,WILLIAMSON,1,D,LDC,"18,789",200,400,300,750,750,600,650,400,600,500,300,700,300,500,400,150,300,500,375,200,300,300,200,300,450,450,52,34,50,50,300
"	70486","UGI UTIL (COLUMBIA GAS) - WOMELSDORF, PA",PA,BERKS,3,D,LDC,"35,915", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70517","PECO - ALAN WOOD STEEL, PA",PA,MONTGOMERY,3,D,LDC,"83,953", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70519","UGI UTIL (COLUMBIA GAS) - DAUPHIN CO., PA",PA,DAUPHIN,3,D,LDC,"165,785","-2,119",15946,16100,18499,16781,16575,13388,14075,14075,14075,13741,13996,13104,12962,14111,13692,16718,15060,17541,-16975,-5498,19088,19076,20508,10053,2797,8313,18590,27033,25200,23959
"	70521","DUKE ENERGY OHIO, INC. DICKS CREEK",OH,BUTLER,2,D,LDC,"12,990", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70524","ATMOS ENERGY - AMORY, MS",MS,MONROE,1,D,LDC,"10,216", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70532","ATMOS ENERGY CORPORATION- BENTON, MO",MO,SCOTT,1,D,LDC,"7,928",138,176,89,59,74,70,100,202,195,89,66,70,64,92,136,191,50,72,32,72,67,101,101,39,36,42,96,140,457,454,68
"	70539","S.I.G. & ELEC -FT. BRANCH, IN",IN,GIBSON,2,D,LDC,"1,393",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"	70548","STARKS UTILITIES - STARKS, LA",LA,CALCASIEU,WLA,D,LDC,"1,204",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"	70552","TE TODHUNTER - TODHUNTER, OH",OH,BUTLER,2,D,END,"18,677",35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
"	70573","BATESVILLE, IN",IN,RIPLEY,2,D,LDC,"14,510",621,621,621,621,637,621,621,621,621,621,621,621,621,621,621,621,621,621,818,791,793,621,621,621,621,621,1018,1018,1010,1018,1018
"	70579","COLUMBIA GAS OF  PA.  - ROCKWOOD, PA",PA,SOMERSET,3,D,INT,"3,884","2,800",2800,2800,2800,2800,2800,2800,2800,2800,2800,2397,2800,3203,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2624
"	70582","MIDWEST NAT. - BROWNSTOWN, IN",IN,JACKSON,2,D,LDC,"12,756",25,25,25,25,25,25,25,25,25,25,125,25,425,25,500,500,500,500,500,500,50,50,350,150,50,280,50,50,50,50,50
"	70583","MIDWEST NAT. -NORTH VERNON, IN",IN,JENNINGS,2,D,LDC,"26,017",276,276,276,276,511,501,501,476,476,476,451,501,500,501,475,475,615,475,500,504,501,501,386,451,406,376,501,501,501,501,501
"	70584","ELIZABETHTOWN GAS COMPANY - RINGOES, NJ",NJ,HUNTERDON,3,D,LDC,"3,918", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70633","B&T OIL CO., YOWARD C.P. - BEE CO., TX",TX,BEE,STX,R,WHD,"12,224",70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
"	70655","LINN EXCHANGE PROPERTIES, LLC-SOUTHWEST GOHLKE CP - VICTORI",TX,VICTORIA,STX,R,WHD,"8,996",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	70675","MOSBACHER-MORGAN #1, LIVE OAK CO. TX",TX,LIVE OAK,STX,R,WHD,"3,924", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70689",NOG PRODUCTION & OPERATING LLC- #1 CHILDREN'S HOME - BEE CO,TX,BEE,STX,R,WHD,"9,318",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	70859","GULF SOUTH PIPELINE, LP - HUNTSVILLE, TX  (DELIVERY)",TX,SAN JACINTO,ETX,D,INT,"9,368", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70877",CONSOL. EDISON - (THRU 70058),NY,RICHMOND,3,D,LDC,"22,292",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70878",LONG ISL. LIGHTING-(THRU70058),NY,RICHMOND,3,D,LDC,"3,930",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	70907",DUKE ENERGY OHIO INC. MILLVILLE,OH,BUTLER,2,D,LDC,"16,112","2,503",2503,2503,2503,2503,2503,2503,2503,2503,2503,2458,2503,2165,2371,2371,2371,2399,2371,1963,2190,2208,1039,2015,1971,1971,1971,1971,1925,1938,1938,1946
"	70912","BRITANCO, LLC WILCOX - TULETA CP, BEE CO., TX",TX,BEE,STX,R,WHD,"9,169",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"	70930","TEXACO - ALTAIR, COLORADO CO., TX",TX,COLORADO,STX,R,WHD,"3,844", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70937","CONSUMERS GAS CO. - OMAHA, IL",IL,WHITE,1,D,LDC,"2,488",50,50,50,50,40,50,50,50,50,50,50,50,35,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"	70939","INDIANA GAS - FRENCH LICK, IN",IN,ORANGE,2,D,LDC,"2,348",275,275,275,275,305,315,315,315,315,315,225,315,250,315,315,315,400,315,315,285,315,275,275,255,240,220,275,275,300,325,275
"	70940","INDIANA GAS CO. - WESTPORT, IN",IN,DECATUR,2,D,LDC,"173,340", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70941","LAWRENCEBURG GAS, IN",IN,FRANKLIN,2,D,LDC,"658,803",125,125,125,125,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,155,155,58,155,155,155,155,155,155,155,155
"	70949","PUBLIC SERVICE - HANOVER, NJ",NJ,MORRIS,3,D,LDC,"10,089", -   ,0,0,0,0,0,0,0,7431,5487,8799,5251,6912,1225,721,715,698,31125,713,11285,11213,10557,11244,11252,12112,22668,32292,18563,73,0,0
"	70953","NEW JERSEY NATURAL - FREEHOLD, NJ",NJ,MIDDLESEX,3,D,LDC,"134,771","226,923",206724,216707,116876,183938,183658,208841,126599,194099,244945,272681,263787,228135,223652,113171,74697,138760,146705,124820,84428,162728,111823,223058,258903,279198,192388,278959,272271,124126,100732,114253
"	70958","HURST - SILOAM, MS",MS,CLAY,1,R,WHD,"11,852", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70970","NGC ENERGY RESOURCES - SLIGO GAS PLANT, LA  (RECEIPT)",LA,BOSSIER,ETX,R,PLT,"7,521", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	70983","DOMINION TRANSMISSION INC - POWHATAN POINT, OH",OH,MONROE,2,D,INT,"243,324",33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
"	70984","COLUMBIA GAS - NEW HOLLAND, OH",OH,FAYETTE,2,D,INT,944, -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	71000","GULF SOUTH PIPELINE COMPANY, LP - WEST MONROE, LA  (RECEIPT",LA,OUACHITA,ELA,R,INT,"1,555","12,298",9636,10160,0,0,0,8265,822,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,41510,24972,14790,7198,36960,0,40311,49270,0
"	71017","ALGONQUIN - GOETHALS BRIDGE, NY",NY,NEW YORK,3,D,OTH,"2,552",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	71020","TE PRINCETON - PRINCETON, IN",IN,GIBSON,2,D,LDC,"7,532",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	71028","COL GAS (DPL) -BOWERSVILLE, OH",OH,CLINTON,2,D,INT,"64,543",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"	71043","UNION ELECTRIC - VANDUSER, MO",MO,SCOTT,1,D,LDC,"50,771", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	71044","PEOPLES GAS COMPANY LLC - DELMONT, PA",PA,WESTMORELAND,2,D,LDC,"579,879",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	71046","HARRISBURG, AR",AR,JACKSON,1,D,LDC,"3,924",45,45,45,45,200,45,200,175,75,175,305,200,215,200,200,55,250,200,200,275,200,200,200,200,200,235,235,235,150,200,235
"	71075","ELIZABETHTOWN GAS COMPANY - PERTH AMBOY, NJ",NJ,MIDDLESEX,3,D,LDC,"10,922", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	71076","NEW JERSEY NATURAL - HANOVER, NJ",NJ,MORRIS,3,D,LDC,"10,090", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	71078","ALGONQUIN - HANOVER, NJ",NJ,MORRIS,3,D,INT,"23,430","17,202",17221,19654,19245,17246,16465,7500,7476,7470,29080,60929,37632,23120,67932,7459,23047,23053,7489,7489,7489,29668,7465,7457,33363,76748,35276,20489,19264,7829,7829,231640
"	71081","COMMUNITY GAS - CYNTHIANA, IN",IN,GIBSON,2,D,LDC,"7,034",39,39,39,39,39,39,39,39,39,39,39,39,39,24,39,39,39,39,39,33,1,1,1,1,1,1,1,1,1,1,1
"	71088","SOUTHERN NATURAL #2 (TO TE) - KOSCIUSKO,MS (FROM TE 70028)",MS,ATTALA,1,R,INT,"1,679",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	71141","ASSOC NATURAL GAS - BERNIE, MO",MO,STODDARD,1,D,LDC,"19,154",424,514,252,180,207,203,290,558,521,235,188,183,186,272,403,512,141,215,92,210,195,274,272,114,106,116,283,429,1329,1332,192
"	71142","VERNON FAULKNER-SAN SALVADOR FIELD - HIDALGO CO., TX  (REC)",TX,HIDALGO,STX,R,WHD,"1,928",200,200,200,200,200,200,200,200,200,200,200,200,200,1025,475,475,475,75,175,175,175,175,175,175,175,0,175,175,175,175,175
"	71143","UGI CENTRAL - INTERBORO GAS - BELLVILLE, PA",PA,MIFFLIN,3,D,LDC,"41,400", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,1165,1165,1165,1165,0,0,0
"	71144","UGI CENTRAL - TWIN GAS - BEDFORD, PA",PA,BEDFORD,3,D,LDC,"975,518", -   ,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,764,0,0,0,0,764,764,764,318,0,0,0
"	71170","MIDWEST NAT. GAS - MEDORA, IN",IN,JACKSON,2,D,LDC,"207,130",25,25,25,25,25,25,25,25,25,25,125,25,575,25,500,500,500,500,500,500,50,50,50,150,300,50,50,50,50,50,50
"	71189","UGI CENTRAL - VALLEY GAS - MARTINSBURG, PA",PA,BLAIR,3,D,LDC,"39,727", -   ,0,0,1372,0,15,0,0,0,0,1140,483,0,0,0,0,0,0,0,1125,0,0,0,0,2274,862,2969,0,2960,0,0
"	71190","POSEYVILLE, IN",IN,GIBSON,2,D,LDC,1,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13,11,11,8,9,9,9,10,9,9,9,9,9,9
"	71196","PUBLIC SERVICE - BOUND BROOK, NJ",NJ,SOMERSET,3,D,LDC,"55,588","4,010",4010,4010,4010,4505,5000,5000,5000,5000,5000,4448,4419,4539,4559,4953,4913,4791,4736,4995,5000,4505,4505,4718,4775,4399,4306,4331,4323,4778,4505,4505
"	71200","CHEVRON - VENICE, LA",LA,PLAQUEMINES,ELA,R,PLT,"8,221","99,854",99854,99854,86467,150670,221793,128614,46489,20195,6960,53170,76000,94640,55102,80486,80486,80486,97894,15623,46072,38886,4973,0,0,0,0,0,0,10201,14809,26616
